mean_avg_cost_at_star,mean_rejection_rate,mean_savings_pct,mean_tau_star,model,n_seeds,score
0.1356,0.08566666666666667,3.8297872340425507,0.6641328232971268,mc_dropout,1,predictive_entropy
0.13913333333333333,0.060333333333333336,2.703962703962709,0.6819491718881693,deterministic,1,predictive_entropy
0.18059999999999998,0.10566666666666667,5.773913043478268,0.44195487601074124,bnn_moe_hetero,1,max_softmax
0.1957,0.1793888888888889,4.778412166174319,0.6614459059146581,bnn_moe,3,predictive_entropy
